Bootstrap,Diversity~HighFreq,SQ~Diversity,SQ~HighFreq
1,0.8967772313996227,0.735059981117124,-0.25179876098286935
2,1.0160994208367844,0.7452016400879236,-0.23345486566521623
3,0.7704359053985231,0.7050268720325233,-0.41023552473140645
4,0.6967831901342617,0.6853417531001967,-0.25452414208611984
5,0.757984397475389,0.6830645760496994,-0.3012590746887598
6,1.1887740170070775,0.7544019884931173,-0.2618971028322904
7,0.6609400816808091,0.6970493537464062,-0.34013242432195556
8,0.4628006383130616,0.7574628108468014,-0.3102756626267604
9,0.5912545320645184,0.6338220191513153,-0.4048988153672343
10,0.823671970854527,0.7576207872833167,-0.2264510552980355
11,0.6507722558167152,0.7522815190576201,-0.21736584219495442
12,0.5567387220164217,0.7092703862322953,-0.2714774163739402
13,0.5117313105911986,0.7465548967596269,-0.27713234235435197
14,0.5942591151597568,0.7481728783418778,-0.33832232456863803
15,1.0307046128118098,0.7274341211211607,-0.2718414239089393
16,0.8418709982794536,0.6546200378573488,-0.3749416714246012
17,0.948264609400962,0.7171190169336468,-0.27718562098503924
18,1.0100543567184541,0.6739397284312113,-0.32374366355581924
19,0.6334202725425309,0.7297609095282572,-0.34181583990007913
20,0.712026274249115,0.6841913340073164,-0.36364598380807384
21,0.33969418642144245,0.7277704423660142,-0.3537421942598285
22,0.7271927297463113,0.7358511593897004,-0.3355501199571858
23,0.6888325810034024,0.7483457016195132,-0.22604243357824996
24,0.5868805917498809,0.6913369929009971,-0.3130346393173777
25,0.7374580110677843,0.7567151397957611,-0.3486170934113045
26,0.8022908440807468,0.7119176679302904,-0.31978287997773147
27,0.6582607852928428,0.7053095752211518,-0.2597098823396543
28,0.5698406540733035,0.6736587446054831,-0.30812603436387176
29,0.631141389956429,0.723678678604965,-0.21367009436742584
30,0.5676723713209935,0.6869461282397993,-0.2590483870029327
31,0.5396134903125948,0.7490953635148538,-0.27752303763365993
32,0.42104899497132386,0.7480941795590843,-0.30242274422371623
33,0.6841555590532378,0.7546832822250508,-0.2760862647728652
34,0.7304550596968951,0.8141460861038383,-0.28288783466450546
35,0.3456969992432425,0.6242792875535106,-0.37544954739349506
36,0.7891290811733674,0.7050381706393039,-0.2600499561049428
37,0.5688626607703007,0.7150202241082699,-0.31043037462597994
38,0.38389828642328105,0.7738723805395314,-0.3285153863942848
39,0.4694810431378388,0.7478018698748012,-0.2454215443553485
40,0.5617089630665337,0.7465193641273258,-0.2693156083328798
41,0.720389684235762,0.7385749181278535,-0.3432953039625441
42,0.6675986805176729,0.7430933201808247,-0.36615515285293343
43,0.6799985300010213,0.7182686412477867,-0.2808210470899306
44,0.5472756686774178,0.7501945535097431,-0.27055683248780277
45,0.6601573872601525,0.786857831111694,-0.23681469056380333
46,0.7870324446690078,0.7410127568213871,-0.31006092710663696
47,1.1517282555828374,0.7056360915340679,-0.272774629127521
48,1.0232790548927162,0.7097480539524974,-0.38205702053464746
49,0.8573063600648505,0.6795906517957722,-0.3859953631865149
50,0.647858123222129,0.6742462660673619,-0.35419116342318613
51,0.831993251548029,0.5877212205607847,-0.44257675529483803
52,0.5415649261085344,0.7171036226851003,-0.31470847977666905
53,0.608487798829458,0.7462907316558767,-0.338757544806184
54,0.34145648724914773,0.7174218622155011,-0.3062960443293727
55,0.7361986696460274,0.7455695837513583,-0.2840505387529649
56,0.4478528863809476,0.73528036311297,-0.22409674935828847
57,0.7287840503132388,0.6932219681420034,-0.29147404575909563
58,0.8475677894405533,0.7343483424779533,-0.2905151652105725
59,0.4808228477000757,0.8132635648237316,-0.2082059078277107
60,0.4477044782571151,0.709590752075311,-0.27412627805187534
61,0.7607322856154575,0.6502335805227739,-0.3219570490429616
62,0.902916045085603,0.7422347792410506,-0.33241519231753053
63,0.8704691586991112,0.773167007874534,-0.2145273349273347
64,0.6288448809713305,0.7198045313937769,-0.25358345547743183
65,0.5821076648828458,0.6620949619160952,-0.3301552675327079
66,0.644107818292493,0.6445187795663586,-0.3491139855422378
67,0.7052940152200295,0.6872579620347025,-0.2716585917108201
68,0.2655705392459519,0.844685037237921,-0.274433341336478
69,1.4671374413748883,0.6997628745921849,-0.29388066029376786
70,0.36090535040879196,0.7459981850308618,-0.2400934644776801
71,0.6757687993384072,0.7084099343381965,-0.29941984289855805
72,1.15783708143019,0.7147946433200416,-0.26573109371195175
73,0.8876749790792037,0.6751712616749999,-0.32786020974110053
74,0.8325096928197818,0.754175029343185,-0.26110211178609416
75,0.453327930835815,0.6537182208588334,-0.41571826223103064
76,0.8944949048799964,0.7118016259327608,-0.3036804328939098
77,0.8483201321524386,0.7366128960027575,-0.34857178348180207
78,0.4799785427530702,0.7004832283279291,-0.31719015927348754
79,0.3931841636561325,0.7362063882229498,-0.21190765274758244
80,1.0843349215962745,0.7338356811057042,-0.3482454578797233
81,0.8278704218503453,0.7371398646870259,-0.3094357200424017
82,0.5453202785865274,0.6839303237740874,-0.3225933692253721
83,0.7105077426668387,0.7119410405966557,-0.30106710535673264
84,0.7809521344096408,0.7331734656093163,-0.24595205965121716
85,0.5546195525424138,0.719880161643076,-0.24363881635782256
86,0.6094132299964815,0.7152908517636306,-0.28971002288703224
87,0.8544918641311054,0.759147175934305,-0.19423527010223537
88,0.14951630315091274,0.5266893160716547,-0.485019155439736
89,0.33018622614376314,0.7193500827497067,-0.2673317624883293
90,0.7370980130318454,0.7466959100068293,-0.24002948491017775
91,0.9781565832592356,0.6903037468171442,-0.3058387554245941
92,0.48668014858670355,0.7664557118015992,-0.24180380741464474
93,0.5526728267072644,0.6955303902152301,-0.2904857831844972
94,0.4997556474055287,0.6083920923571214,-0.3602652451710114
95,0.6770807954533874,0.7158779842343863,-0.22260477258445724
96,0.8482662321472215,0.7212384373761543,-0.28278281262468874
97,0.40658833288726015,0.6157650024272822,-0.3895195343503653
98,0.4531251683249231,0.7587337479739567,-0.3045078043075842
99,0.6208219629277079,0.6944236074646806,-0.3545414819667418
100,0.7908122767603509,0.7482115271354631,-0.2440770559122971
